Id,SalePrice
2658,148562.23442175763
2718,208318.6589617547
2414,211445.38229645634
1989,130439.25794744004
625,182962.03756536057
333,89643.7584759025
1327,106782.59422817452
858,159439.33214171708
95,197118.2662065057
1568,167926.05429184125
2482,179494.547799679
1364,128352.87831789617
2584,166529.47516559486
818,243160.54127014359
2673,164578.04026386535
2089,107701.1438944431
1297,169531.00253679015
790,116048.75470015044
2616,184995.3516527841
720,207735.54608142911
222,156373.366498618
557,120046.70996790659
1148,222574.9380339109
2766,171427.93991299256
534,204869.3690825732
1452,120062.09805267875
630,133811.6288356287
2648,152060.2391377215
125,165223.63078075624
1904,24458.829743937473
1670,105813.59369591346
756,102594.03361714272
717,260833.1913534088
1032,159306.87805184314
852,234156.27763290226
1731,162343.439051892
2639,131572.81369372143
2071,53545.864479364915
1267,123243.00972579152
1851,205800.8208328782
567,167337.69280780575
2439,227738.18569227832
1898,162779.41020770982
647,157681.8573631867
2256,251651.95255180827
979,105475.40334724502
1444,223283.77198800177
2485,109241.44557706671
157,118553.230867698
88,118352.47792134018
2003,110233.48140396994
186,202242.43527612358
1425,272744.2595156901
2695,138031.07107011552
738,109398.72130739974
395,153417.77611190337
1353,160981.66602024468
1878,147767.35313204353
390,161561.52315331472
1456,236628.21396242108
1103,317528.1521246032
1387,125582.4540998333
2070,163573.82546392168
1199,166200.6089822545
2479,182838.63203985512
501,336595.25192398205
2362,81357.6539497628
1718,244540.70190250681
2188,74784.84137331348
1483,179839.5533642004
2557,85020.9358584244
437,328516.2954259621
2224,223542.25646811456
1628,170332.136399013
397,117778.87622579347
587,216161.19088506745
2182,534424.9362862909
971,121011.17617817929
2611,141050.221456663
1887,72415.58452824001
2399,376167.51137878344
2148,219083.5986668663
304,124744.97019383294
1997,146093.11225885822
2817,111042.46462654801
1431,193442.22733176418
427,366162.08492209396
263,124751.22780577555
598,184590.81516487745
2895,251589.27986437734
687,151239.74523730853
1822,132963.01729019376
2191,106874.2872736256
179,115068.65404127812
1009,219112.04048704403
2010,112783.18193436155
1991,149939.89687604245
1411,186589.63677121332
1721,271141.49050497916
1144,195456.97987175596
593,211693.97482008394
575,310447.0521330644
1249,188055.32137937448
1604,109656.38072141356
1064,452094.83595753094
1923,165290.28303052337
1988,98471.07091963652
2325,164461.5501127489
114,196748.08199921332
2700,203664.07716916758
217,131793.15663595713
343,189677.6680681172
386,243230.82023710772
2005,101712.55284820608
2908,127466.3393175563
1814,244662.51382198764
2446,449096.1433771809
208,153305.12186092744
1679,117814.13914829299
822,332740.9109132131
6,180382.35491883577
1781,383546.70826841844
2397,329763.8027670795
2340,288733.1641429002
1618,164113.3365354723
2843,163087.3930556641
1061,357555.5756634959
2786,117288.6275402336
1935,132226.24017835874
1341,120295.51055132698
521,278885.29498368327
2136,132006.79300572842
996,207552.3509340533
227,152252.26568036442
135,180788.97552690774
1167,146806.96969910944
294,240471.67405911308
1776,208970.92730258865
540,193513.48314071662
1717,244540.70190250681
2303,104379.24608439897
116,189369.24504825412
127,139055.96685210362
1371,131324.62994885683
1014,191011.93574542526
1507,78650.40538734643
702,159643.06060009007
750,158820.76649196586
261,132091.45542844202
1559,69425.530522612
577,237762.58635115082
2812,207835.08993331375
2080,161223.46698470402
1368,119517.1835668653
2376,132259.50182044494
659,122625.51378121188
1235,111963.10950267741
332,80256.21238698036
1917,136372.2954029031
2094,254029.18869141536
1460,277792.674452605
1471,226320.7606468359
1509,116351.3399881387
1922,122386.79535238456
433,450099.1170621878
460,307736.0838294318
1116,253564.9063074598
1137,170515.92887490726
53,193487.2099825281
2354,249450.09896071735
1475,206710.96228638047
1761,453043.3285539872
842,130037.6019184307
2739,199152.2187714603
2509,170746.01120280908
1007,212992.45531636535
2610,184670.7432804192
1952,106029.23116329136
2719,199023.2526423989
2921,92286.18464457657
1966,136463.47249968894
292,133722.17589120544
1204,195014.20496071447
1829,271729.4175835203
2419,195700.03577119787
391,153832.74118702085
798,116956.53990605654
481,204635.26452931782
193,203761.65065140292
555,114990.73476483436
899,41098.20070361352
2357,178386.6224134323
328,141726.41777073464
1356,111791.92739382833
1154,98121.15792706222
1730,195628.94937529584
2249,152919.81026276186
1119,271574.8190599304
2856,151029.89834101356
1394,124768.99112425615
2587,107101.78261501521
61,289894.46991169034
2661,193532.4289196921
2711,129690.5686269798
1147,183243.45022043565
757,140151.27105558704
2623,65313.471472969395
2378,154365.15284334312
1413,138438.17337231312
1722,255955.43402862677
1112,225983.6650294611
1623,180259.61820711303
1201,204928.38922742577
1513,125129.67038731248
957,263803.27283976245
1171,276228.28514014895
1145,202220.46361150942
2726,231784.72596340385
703,157228.75639815902
760,97886.81100772115
1964,141131.94338395353
2512,181458.26806092027
159,144425.53729874644
1281,178354.29999560892
468,203372.46450713012
290,117039.22762949811
665,114441.27004913967
1463,274445.8161154036
1792,222644.47389342904
923,134319.14299423463
500,301209.41160160303
1408,177902.19042122774
331,73499.99977794716
170,166803.50662490845
2192,92108.08655779847
2571,293043.70465325116
2314,159005.30940114547
2647,89758.60494397489
422,414370.3583530056
2457,335292.46011527453
1838,213581.57108024033
2805,264726.1755355132
1645,150023.3009590399
1711,317240.7782909891
2825,254023.48167956504
322,351213.36641379324
2103,283692.311873923
342,120343.74664560784
600,107973.00483150038
488,174934.70630318258
1725,334557.6375878622
2246,279171.2630468672
2847,168510.61174366728
806,244327.7633365655
530,240055.71897561967
963,194561.1458179527
2678,97230.98947362303
171,84023.73786141281
2401,416797.7842893995
805,226812.69040512998
2259,244908.48466992902
1748,186406.0031434392
1361,134071.12081036554
1677,126049.40292228933
1406,164139.2248148915
2322,227097.1254979549
688,165745.71909693335
143,135231.2365374213
804,197690.48114673822
1214,178049.28936583686
2828,147893.84763292782
1999,208189.84055008972
2467,199481.63755815086
2665,173807.1326169615
1538,319543.51746574295
398,104091.54978594242
2822,133682.0449173808
2157,166808.59831041246
1856,202469.9941205898
1269,82836.45013592755
2570,111345.80361916422
2320,246698.67948773695
1517,111147.75180802788
2304,112045.55638529191
1312,90430.50262111842
2012,137863.043703628
506,222840.10405272417
2865,178605.7981747023
2367,113222.23465276058
554,103341.4151440844
238,145648.9947682292
1954,93318.65102440638
2488,131965.99447174955
2291,97113.46156313788
1969,83345.24672521022
2725,163917.8964801679
1482,173171.50770736183
2763,228934.3032879632
503,243173.4561783697
1584,246400.25120847512
1531,155450.12925740413
2210,168420.0781931716
459,336627.60399977234
556,118249.78077926775
1347,152046.75985330445
1290,80751.92771879073
1388,98610.10343140758
1571,217718.7872096677
2754,234046.9018809354
765,142713.7756013194
2494,115018.88210324438
2870,214255.90573950202
7,227513.45406416344
1114,229630.60732451454
2418,282619.5715988364
291,116846.38771321473
18,329758.785701431
39,363866.19765997893
1001,261911.45407572878
2442,245244.84376576054
616,124235.69466523391
2680,43399.14495102395
1414,121208.94950336567
289,151376.64543294336
40,271791.8582479066
860,135682.71383063847
409,123872.05450892673
673,151247.04360079413
2427,201153.82513897022
2036,219412.2469646905
2564,142028.26100235607
642,210865.3452633843
1008,171833.0048970398
1908,167723.89168993253
2519,237380.10424332638
1369,94170.55111341269
2855,166243.14401506967
712,99443.56551053656
1943,122244.37130576908
1958,130357.42228084076
107,190430.20321576827
2295,209887.84835172902
704,105909.32416932909
676,137579.75888564388
259,169701.71232640487
93,264093.0146095123
106,235990.01696672122
2315,177647.2277886811
1050,95353.16849169836
1095,218597.30533705448
2709,155533.66756855024
758,152221.87684076728
1496,169696.8949665119
2370,127459.26366853132
2458,270204.4993277212
2733,137321.49076773593
161,265215.82766876556
726,167235.21004537065
845,233657.16412305558
947,253670.1279315671
2232,100372.17599538073
2563,136596.47541001195
2299,143349.42556290037
211,70506.9707678665
605,178126.45203819775
1478,222056.316654924
2247,282778.5334841184
2274,223163.29092823568
2869,215983.43242515938
967,223497.1158319672
2656,112214.39806158477
667,237797.0189902456
1042,117918.4310331961
2023,166075.98042937843
2447,373915.2484848209
2055,135101.01141384008
2275,281791.48333994945
2204,182992.12057838246
1563,262441.28651064704
483,239275.4163541231
796,146334.2948493777
1526,140646.22223620172
2042,160477.61531202935
442,350707.19124327804
1693,314019.37608961086
1468,220293.11085479768
1430,188115.8376080003
2605,181972.0767331049
1529,193357.76873468622
335,124185.17408434945
1287,129150.27527042537
31,115912.16187428558
1785,285254.45142473804
82,142848.4669647721
2620,140997.08731097684
252,194889.2765344824
721,73348.64256219615
2165,208040.24463844113
2316,181607.95817303174
775,127577.85513979434
1558,105062.84213360473
17,201014.83913151763
1022,238754.64500299154
925,119571.31279172828
438,306322.1444677268
1270,137857.37233723197
1272,115348.45307928082
215,145447.39222034963
266,224295.6234790422
2402,304795.9260475937
1250,129568.21672489753
1984,137294.14693027985
1279,141264.42927414065
377,234567.02685208165
1252,123719.9696653816
2156,264716.7191987195
499,320623.57035874145
1374,118099.48067446981
2898,228681.5344402371
401,103639.93156521975
2721,168187.06721805286
2078,234085.81268349977
2589,123253.6929539221
1946,229409.37990128933
1334,115190.34835355953
2781,239163.04867622603
431,369525.4588037096
576,237512.34854508133
1474,205095.08949845238
2254,130604.4272901522
2155,283872.79840311524
885,100822.72628343703
643,118005.0341330683
1944,128301.7833287997
480,217156.29812006577
2845,106636.51775865743
2387,316112.1896697287
2407,234249.62128364173
2527,170119.64019628766
2514,162730.55655795746
629,187670.80703514774
80,206835.31860000704
1876,136133.51759752934
1546,120460.21100289412
2518,176920.76806816287
2347,159318.34052131578
783,226748.56748245985
1322,58675.21502093432
194,82338.80877002438
1770,293518.8438272589
2143,151758.77340600066
1229,230047.23608294642
511,283771.6222888819
46,242379.5375585873
1348,181840.11734286486
2465,197985.25807149106
387,234789.5845743044
873,231343.81460698077
1918,93385.89065369389
2764,243122.05503864633
2184,119951.02229933783
934,159678.35977458733
1920,123760.74758476568
2631,145301.5528481045
1768,518620.41562674724
2040,123427.7292860876
1749,240315.17940828035
834,244596.8494050406
1457,249188.17921975756
79,103206.95020452085
2302,122935.23045736447
1817,143153.65779618552
2755,256419.25583490715
359,173533.878551111
2059,104888.13689273415
2092,232150.2098713871
2516,246413.35034763726
150,91002.53938494336
1656,144511.05014414043
83,100686.95085426282
2411,205546.47105949762
795,59842.85075267534
2312,234521.16390339995
2917,109295.16578916907
1624,186379.64456317681
2215,260106.0918366899
1211,149284.0409331788
1485,186178.96331743177
1024,193100.99222215195
570,207921.88470645694
2874,141386.71267963373
700,170505.43061101798
2756,230644.3489242986
2022,181875.7989645727
583,216100.02683277882
2392,344015.3377284501
2424,208661.18533466323
212,102596.33245040478
736,131343.68642254363
1610,178437.16289139466
890,126871.69392326391
467,193022.8308591385
578,207892.99655793246
1747,198465.2073609533
1149,181436.71754770685
2758,246050.89281934605
857,121446.6646225231
2219,255935.51203700335
733,99472.8489819717
2909,121331.55983250003
1798,278542.0772819236
235,129400.47055943907
2366,151189.88631558153
1027,126915.12936924689
1195,139281.23426349298
1303,27988.46325551218
148,191167.1050980101
608,158221.70355843275
2515,194783.22304626432
821,298194.4850432024
2500,264031.80285548454
745,110341.00107997832
741,134289.59960985667
1611,122411.62765265563
2532,135755.94677498838
1081,246330.45708699597
1692,410762.795783535
2520,214489.0093900757
276,89623.4029481048
1992,141028.65737897102
663,30560.257139042864
418,125229.888033287
1733,191190.81686322458
2359,133786.83020738995
253,194283.4527853902
1518,176222.57437048602
2035,159304.39895232697
2919,78155.19735606611
1540,225441.07283180612
2120,142794.9138389379
1674,213828.14645419107
256,139251.69845598988
2361,95105.35076522967
978,81998.32005241179
2280,146474.29351209084
2095,238906.08114945522
1709,327914.64780382055
2801,242925.39169252774
1246,94529.07752613656
2373,117611.61514929002
1055,278579.56463517627
2017,124680.40809858245
1099,316144.0345927751
1344,68753.48476587154
835,191507.78553535565
1117,229020.17012345378
2043,88892.42015192767
2085,128202.0113110206
410,154613.23320740834
2650,116806.30782980587
2867,159947.23880976666
1668,110345.97134186717
1161,182625.0503944899
2122,184144.25372328912
2539,147163.20175420135
1047,130792.22506944621
1445,122829.90910113972
541,136600.01045204225
569,243794.61827847656
1276,127074.52235056719
918,142695.22973523682
326,175673.11084115898
1936,122769.24401272702
895,91344.09995840547
257,137968.84943744156
1241,174818.4617483517
1545,111382.60944157054
1189,179340.45557442284
270,163294.8496855773
2066,190082.44114744256
693,104474.73370300565
1259,177981.37423833934
2916,164782.30976483095
2321,296712.33054073487
1977,101930.8660528594
1895,156300.02992222307
1240,163125.02487416661
85,164542.08703429956
1823,106281.01180733691
825,294386.01458950475
110,230898.05925061414
697,115304.87195067473
2297,97458.03333732097
1231,125210.08206035323
1355,131387.90007837507
968,345927.733783572
584,225226.80979323783
1315,138612.42351739574
1606,135111.50181730403
206,109789.94618852908
1685,359289.86595300696
2016,140010.6138795148
869,214231.95514049008
2135,122302.95088605522
2346,163597.00700453448
2430,235945.84269909572
2198,82492.38857386736
2652,130721.20133856012
27,106014.52665895048
241,180180.7777800439
906,125208.43237854328
1506,118793.07176856164
2098,337170.23317101225
1435,222957.38883040776
2213,102553.2602054378
1274,131305.24797174812
743,8854.054285190883
1737,220245.23543583823
2797,275859.3211796477
2185,37491.78314317085
58,158645.4948756624
830,208486.580369888
808,105882.87692215786
680,157620.27438336064
1153,113666.81434371526
1291,159814.36377164247
1818,159832.27740537503
2161,194314.7777278078
1883,116150.79157082045
350,323995.97965330584
2473,149384.44562318458
295,186743.1906530121
293,203268.3495341381
859,132086.92406826338
288,68070.08957818206
1578,140087.90422128636
102,220913.07662114478
2831,181674.4899925349
1030,165419.03575501026
2551,126208.02905133142
1286,160652.0192531976
958,298141.62280145276
